Date,Name,Role,Projects_Finished,Real_Time_Projects,Internship,Educational_Background,Applied Jobs,Getting Interview call,Placement_Statistics (%),Rejection_Reasons,City
10/3/2024,Candidate_2020,Data Analyst,6,Yes,No,M.Tech,149,41.36,60.16,High competition,Bangalore
6/22/2024,Candidate_2021,DevOps Engineer,14,Yes,No,MCA,179,50.79,69.61,Lack of skills,Bangalore
11/6/2024,Candidate_2022,Data Analyst,2,No,No,MCA,229,75.63,83.47,Communication issues,Hyderabad
4/20/2024,Candidate_2023,Python Fullstack Developer,11,Yes,No,B.Tech,142,54.27,69.82,No experience,Chennai
9/15/2024,Candidate_2024,Data Analyst,12,Yes,No,M.Tech,102,46.42,72.25,Lack of skills,Bangalore
10/21/2024,Candidate_2025,Python Fullstack Developer,12,Yes,No,B.Tech,125,50.41,40.86,Lack of skills,Bangalore
11/30/2024,Candidate_2026,DevOps Engineer,8,Yes,Yes,B.Tech,137,46.26,88.41,Lack of skills,Bangalore
7/24/2024,Candidate_2027,Python Fullstack Developer,15,Yes,Yes,MCA,290,20.69,57.87,Communication issues,Chennai
12/20/2024,Candidate_2028,Python Fullstack Developer,13,Yes,Yes,B.Tech,282,30.35,54.64,Communication issues,Bangalore
7/22/2024,Candidate_2029,AI/ML Engineer,14,Yes,Yes,B.Tech,243,68.71,67.9,Communication issues,Chennai
2/19/2024,Candidate_2030,Data Analyst,15,Yes,No,MCA,169,35.57,78.36,Lack of skills,Chennai
3/29/2024,Candidate_2031,Data Analyst,13,Yes,Yes,MCA,115,22.81,49.58,Communication issues,Bangalore
3/15/2024,Candidate_2032,Python Fullstack Developer,5,Yes,Yes,B.Tech,106,48.46,61.91,Lack of skills,Bangalore
8/24/2024,Candidate_2033,Data Analyst,4,Yes,No,BCA,230,48.4,67.07,Communication issues,Bangalore
12/3/2024,Candidate_2034,QA Engineer,4,Yes,No,B.Tech,155,25.62,82.23,No experience,Bangalore
11/6/2024,Candidate_2035,Data Analyst,15,Yes,Yes,B.Tech,261,70.56,89.53,No experience,Chennai
2/3/2024,Candidate_2036,Python Fullstack Developer,14,Yes,No,M.Tech,233,70.53,61.6,Lack of skills,Bangalore
9/22/2024,Candidate_2037,DevOps Engineer,4,Yes,Yes,B.Tech,195,42.81,68.47,No experience,Hyderabad
3/10/2024,Candidate_2038,Data Analyst,3,No,No,B.Tech,106,25.11,65.13,High competition,Bangalore
4/8/2024,Candidate_2039,DevOps Engineer,6,Yes,No,B.Tech,214,55.74,63.99,Lack of skills,Hyderabad
9/3/2024,Candidate_2040,Data Analyst,14,Yes,No,B.Tech,203,25.49,76.05,No experience,Bangalore
8/8/2024,Candidate_2041,Python Fullstack Developer,15,Yes,Yes,B.Tech,185,58.88,40.98,No experience,Bangalore
11/15/2024,Candidate_2042,QA Engineer,1,No,Yes,MCA,256,25.04,45.92,Lack of skills,Bangalore
3/9/2024,Candidate_2043,Python Fullstack Developer,5,Yes,Yes,B.Tech,217,29.47,63.61,Lack of skills,Bangalore
10/5/2024,Candidate_2044,Data Analyst,11,Yes,No,M.Tech,188,73.46,60.72,Lack of skills,Bangalore
9/22/2024,Candidate_2045,AI/ML Engineer,3,No,Yes,B.Tech,259,60.46,72.14,Communication issues,Hyderabad
7/23/2024,Candidate_2046,DevOps Engineer,13,Yes,Yes,BCA,183,55.43,41.75,Lack of skills,Hyderabad
6/24/2024,Candidate_2047,Data Analyst,3,No,Yes,B.Tech,172,67.49,45.65,Lack of skills,Hyderabad
11/14/2024,Candidate_2048,Data Analyst,3,No,Yes,MCA,194,55.99,77.51,Communication issues,Chennai
5/1/2024,Candidate_2049,Data Analyst,11,Yes,No,B.Tech,113,45.41,61.39,Lack of skills,Bangalore
12/16/2024,Candidate_2050,Data Analyst,9,Yes,No,M.Tech,232,74.23,84.43,Lack of skills,Chennai
1/6/2024,Candidate_2051,QA Engineer,1,No,No,M.Tech,249,29.03,46.14,Lack of skills,Hyderabad
12/9/2024,Candidate_2052,QA Engineer,4,Yes,Yes,MCA,131,63.57,51.55,Communication issues,Hyderabad
12/18/2024,Candidate_2053,Data Analyst,3,No,No,B.Tech,212,43.53,85.95,No experience,Chennai
2/12/2024,Candidate_2054,AI/ML Engineer,11,Yes,No,M.Tech,294,76.6,55.15,Communication issues,Bangalore
12/31/2024,Candidate_2055,Python Fullstack Developer,9,Yes,No,MCA,224,60.22,88.45,No experience,Bangalore
6/24/2024,Candidate_2056,Data Analyst,11,Yes,No,M.Tech,210,70.88,46.58,Lack of skills,Bangalore
3/29/2024,Candidate_2057,Python Fullstack Developer,9,Yes,Yes,MCA,295,59.88,69.77,Communication issues,Bangalore
8/9/2024,Candidate_2058,Data Analyst,9,Yes,Yes,MCA,231,23,42.16,Lack of skills,Chennai
3/15/2024,Candidate_2059,Python Fullstack Developer,15,Yes,No,MCA,109,22.59,64.2,Lack of skills,Bangalore
11/30/2024,Candidate_2060,Data Analyst,0,No,Yes,B.Tech,270,41.28,73.26,Lack of skills,Hyderabad
7/21/2024,Candidate_2061,AI/ML Engineer,4,Yes,Yes,B.Tech,299,62.8,87.73,Communication issues,Chennai
10/10/2024,Candidate_2062,Python Fullstack Developer,4,Yes,No,B.Tech,240,35.52,67.93,Communication issues,Bangalore
5/19/2024,Candidate_2063,Data Analyst,13,Yes,Yes,B.Tech,286,67.43,86.46,Communication issues,Chennai
7/14/2024,Candidate_2064,Python Fullstack Developer,1,No,Yes,M.Tech,291,67.41,80.93,Lack of skills,Bangalore
5/11/2024,Candidate_2065,Data Analyst,9,Yes,Yes,MCA,244,45.41,58.71,No experience,Hyderabad
4/5/2024,Candidate_2066,Python Fullstack Developer,9,Yes,Yes,BCA,229,41.28,55.04,High competition,Hyderabad
7/6/2024,Candidate_2067,Python Fullstack Developer,6,Yes,No,B.Tech,117,22.64,41.93,No experience,Bangalore
7/1/2024,Candidate_2068,DevOps Engineer,5,Yes,No,B.Tech,139,73.98,47.09,Lack of skills,Chennai
2/6/2024,Candidate_2069,Data Analyst,15,Yes,No,BCA,196,58.54,78.91,High competition,Bangalore
12/25/2024,Candidate_2070,Data Analyst,0,No,Yes,B.Tech,184,30.62,45.84,No experience,Bangalore
6/20/2024,Candidate_2071,Python Fullstack Developer,3,No,Yes,B.Tech,269,37.05,85.51,No experience,Chennai
11/3/2024,Candidate_2072,Data Analyst,11,Yes,Yes,M.Tech,282,73.63,70.56,Lack of skills,Bangalore
11/30/2024,Candidate_2073,Data Analyst,2,No,Yes,M.Tech,212,61.46,61.81,No experience,Bangalore
5/15/2024,Candidate_2074,QA Engineer,1,No,Yes,MCA,287,53.49,63.88,No experience,Hyderabad
5/31/2024,Candidate_2075,Python Fullstack Developer,13,Yes,Yes,B.Tech,284,40,55.77,Lack of skills,Bangalore
7/24/2024,Candidate_2076,Data Analyst,15,Yes,Yes,MCA,262,42.64,61.27,Lack of skills,Hyderabad
3/21/2024,Candidate_2077,Data Analyst,9,Yes,Yes,B.Tech,168,26.42,48.91,No experience,Hyderabad
2/23/2024,Candidate_2078,QA Engineer,14,Yes,No,B.Tech,136,75.86,86.95,Lack of skills,Chennai
4/5/2024,Candidate_2079,Data Analyst,10,Yes,Yes,B.Tech,136,54.86,49.04,High competition,Hyderabad
12/8/2024,Candidate_2080,Data Analyst,12,Yes,Yes,B.Tech,295,71.54,70.45,Lack of skills,Bangalore
7/30/2024,Candidate_2081,AI/ML Engineer,15,Yes,No,B.Tech,150,59.52,56.59,No experience,Hyderabad
6/1/2024,Candidate_2082,Python Fullstack Developer,4,Yes,Yes,B.Tech,123,58.47,50.77,Communication issues,Hyderabad
2/25/2024,Candidate_2083,AI/ML Engineer,4,Yes,Yes,B.Tech,257,30.9,71.76,Lack of skills,Bangalore
4/30/2024,Candidate_2084,Python Fullstack Developer,14,Yes,Yes,B.Tech,198,58.4,73,Lack of skills,Bangalore
5/19/2024,Candidate_2085,Python Fullstack Developer,14,Yes,Yes,B.Tech,170,73.09,61.98,Lack of skills,Chennai
11/1/2024,Candidate_2086,Data Analyst,14,Yes,Yes,M.Tech,200,75.57,41.47,Communication issues,Hyderabad
7/1/2024,Candidate_2087,AI/ML Engineer,4,Yes,Yes,M.Tech,156,62.12,64.95,Lack of skills,Hyderabad
8/27/2024,Candidate_2088,QA Engineer,10,Yes,Yes,B.Tech,110,36.98,64.02,Lack of skills,Bangalore
9/7/2024,Candidate_2089,Data Analyst,2,No,Yes,M.Tech,111,56.59,59.44,Lack of skills,Chennai
4/4/2024,Candidate_2090,QA Engineer,13,Yes,Yes,B.Tech,177,43.02,67.06,High competition,Hyderabad
10/27/2024,Candidate_2091,Python Fullstack Developer,12,Yes,No,M.Tech,103,34.92,74.24,Lack of skills,Hyderabad
12/19/2024,Candidate_2092,Data Analyst,7,Yes,Yes,B.Tech,134,35.89,56.28,Communication issues,Bangalore
8/22/2024,Candidate_2093,AI/ML Engineer,12,Yes,Yes,B.Tech,149,56.71,69.86,No experience,Bangalore
6/28/2024,Candidate_2094,QA Engineer,10,Yes,Yes,MCA,207,21.54,70.04,No experience,Bangalore
3/2/2024,Candidate_2095,Python Fullstack Developer,1,No,Yes,BCA,245,47.18,56.31,Lack of skills,Bangalore
10/17/2024,Candidate_2096,Python Fullstack Developer,14,Yes,No,M.Tech,149,38.74,44.82,Communication issues,Hyderabad
3/2/2024,Candidate_2097,QA Engineer,8,Yes,No,MCA,206,23.89,81.2,No experience,Bangalore
9/20/2024,Candidate_2098,Data Analyst,2,No,Yes,B.Tech,138,20.7,51.59,Lack of skills,Bangalore
6/27/2024,Candidate_2099,Data Analyst,5,Yes,Yes,B.Tech,209,53.65,51.26,Communication issues,Bangalore
12/1/2024,Candidate_2100,Data Analyst,0,No,Yes,B.Tech,240,26.13,40.31,No experience,Bangalore
7/17/2024,Candidate_2101,DevOps Engineer,9,Yes,Yes,B.Tech,245,28.54,81.52,No experience,Chennai
8/22/2024,Candidate_2102,Data Analyst,3,No,Yes,B.Tech,165,78.87,88.47,High competition,Bangalore
1/22/2024,Candidate_2103,DevOps Engineer,2,No,No,MCA,153,41.33,54.37,No experience,Bangalore
1/13/2024,Candidate_2104,Python Fullstack Developer,6,Yes,No,MCA,100,65.6,76.43,Lack of skills,Chennai
11/5/2024,Candidate_2105,Data Analyst,1,No,Yes,MCA,116,69.53,50.91,No experience,Chennai
12/11/2024,Candidate_2106,Python Fullstack Developer,6,Yes,No,MCA,141,44.4,48.31,Lack of skills,Bangalore
9/1/2024,Candidate_2107,Python Fullstack Developer,15,Yes,Yes,M.Tech,109,52.56,81.44,No experience,Bangalore
10/6/2024,Candidate_2108,QA Engineer,0,No,No,BCA,167,27.5,84.97,Lack of skills,Chennai
5/30/2024,Candidate_2109,Data Analyst,3,No,No,B.Tech,286,50.15,42.82,Communication issues,Bangalore
11/4/2024,Candidate_2110,Data Analyst,5,Yes,Yes,B.Tech,223,54.43,77.05,Communication issues,Bangalore
3/25/2024,Candidate_2111,Data Analyst,0,No,Yes,MCA,116,67.36,59.72,No experience,Hyderabad
9/15/2024,Candidate_2112,Data Analyst,8,Yes,Yes,B.Tech,156,33.32,72.92,High competition,Chennai
1/4/2024,Candidate_2113,Data Analyst,6,Yes,No,B.Tech,219,52.08,87.33,Communication issues,Chennai
7/4/2024,Candidate_2114,Python Fullstack Developer,7,Yes,No,BCA,142,51.96,86.53,Lack of skills,Chennai
5/16/2024,Candidate_2115,Data Analyst,14,Yes,Yes,B.Tech,272,50.11,43.4,Lack of skills,Chennai
8/14/2024,Candidate_2116,DevOps Engineer,2,No,Yes,B.Tech,226,56.84,75.86,Communication issues,Bangalore
9/1/2024,Candidate_2117,Data Analyst,10,Yes,Yes,M.Tech,129,72.82,63.62,Lack of skills,Chennai
8/13/2024,Candidate_2118,Data Analyst,12,Yes,No,B.Tech,120,28.25,86.16,Lack of skills,Chennai
6/25/2024,Candidate_2119,QA Engineer,1,No,No,MCA,271,35.51,72,Lack of skills,Bangalore
6/27/2024,Candidate_2120,AI/ML Engineer,15,Yes,Yes,B.Tech,217,48.77,71.67,Lack of skills,Bangalore
1/3/2024,Candidate_2121,AI/ML Engineer,0,No,Yes,MCA,187,79.44,63.17,Lack of skills,Hyderabad
7/20/2024,Candidate_2122,AI/ML Engineer,10,Yes,Yes,B.Tech,257,65.17,47.85,Lack of skills,Bangalore
1/5/2024,Candidate_2123,Data Analyst,13,Yes,No,B.Tech,286,46.71,78.62,Lack of skills,Chennai
7/12/2024,Candidate_2124,DevOps Engineer,5,Yes,No,BCA,195,54.55,66.8,Lack of skills,Chennai
4/10/2024,Candidate_2125,Python Fullstack Developer,13,Yes,No,MCA,220,45.49,67.28,Lack of skills,Hyderabad
12/23/2024,Candidate_2126,Python Fullstack Developer,0,No,No,B.Tech,166,57.39,52.32,Lack of skills,Hyderabad
1/7/2024,Candidate_2127,QA Engineer,10,Yes,No,B.Tech,247,23.8,57.33,Lack of skills,Chennai
10/24/2024,Candidate_2128,Python Fullstack Developer,12,Yes,Yes,M.Tech,242,37.99,56.05,No experience,Bangalore
9/3/2024,Candidate_2129,Data Analyst,8,Yes,No,BCA,240,32.87,73.76,No experience,Bangalore
10/22/2024,Candidate_2130,AI/ML Engineer,2,No,Yes,B.Tech,289,69.78,67.71,Lack of skills,Bangalore
11/28/2024,Candidate_2131,Python Fullstack Developer,3,No,Yes,B.Tech,184,55.19,48.55,No experience,Bangalore
2/9/2024,Candidate_2132,Data Analyst,3,No,Yes,M.Tech,261,65.4,69.22,No experience,Chennai
2/5/2024,Candidate_2133,Data Analyst,5,Yes,No,B.Tech,270,63.49,55.26,High competition,Bangalore
2/24/2024,Candidate_2134,AI/ML Engineer,9,Yes,No,M.Tech,183,41.46,74.06,Lack of skills,Chennai
3/11/2024,Candidate_2135,Data Analyst,4,Yes,Yes,BCA,234,65.33,57.31,Lack of skills,Bangalore
7/11/2024,Candidate_2136,DevOps Engineer,5,Yes,Yes,B.Tech,139,55.98,75.64,No experience,Bangalore
10/25/2024,Candidate_2137,Python Fullstack Developer,8,Yes,No,B.Tech,270,68.89,55.63,No experience,Bangalore
4/7/2024,Candidate_2138,DevOps Engineer,2,No,No,MCA,274,79.91,60.3,Lack of skills,Chennai
5/25/2024,Candidate_2139,DevOps Engineer,4,Yes,Yes,B.Tech,283,72.39,88.87,No experience,Bangalore
5/16/2024,Candidate_2140,Data Analyst,9,Yes,No,MCA,250,62.88,56.38,Lack of skills,Chennai
5/28/2024,Candidate_2141,Python Fullstack Developer,13,Yes,Yes,B.Tech,233,26.48,58.41,Communication issues,Bangalore
7/25/2024,Candidate_2142,Python Fullstack Developer,5,Yes,Yes,B.Tech,274,32.8,44.2,Lack of skills,Chennai
12/28/2024,Candidate_2143,Data Analyst,1,No,Yes,BCA,171,63.18,43.33,Communication issues,Hyderabad
3/23/2024,Candidate_2144,AI/ML Engineer,10,Yes,Yes,B.Tech,252,73.67,56.8,High competition,Bangalore
9/7/2024,Candidate_2145,Data Analyst,5,Yes,No,M.Tech,299,40.5,42.61,Lack of skills,Bangalore
11/6/2024,Candidate_2146,Data Analyst,0,No,Yes,B.Tech,162,78.86,82.58,No experience,Bangalore
8/27/2024,Candidate_2147,Data Analyst,1,No,Yes,M.Tech,157,22.63,42.36,Communication issues,Bangalore
11/10/2024,Candidate_2148,Python Fullstack Developer,9,Yes,Yes,B.Tech,105,35.27,55.43,Communication issues,Chennai
10/5/2024,Candidate_2149,Data Analyst,12,Yes,No,MCA,211,53.38,44.64,High competition,Chennai
2/4/2024,Candidate_2150,Python Fullstack Developer,3,No,Yes,MCA,223,25.66,62.41,Communication issues,Bangalore
5/18/2024,Candidate_2151,Data Analyst,10,Yes,Yes,MCA,169,39.95,55.36,Lack of skills,Chennai
7/21/2024,Candidate_2152,Data Analyst,4,Yes,No,M.Tech,184,69.8,63.58,Communication issues,Bangalore
1/21/2024,Candidate_2153,AI/ML Engineer,13,Yes,No,B.Tech,230,21.32,78.23,Lack of skills,Hyderabad
1/4/2024,Candidate_2154,Data Analyst,10,Yes,No,BCA,176,29.93,71.93,Communication issues,Chennai
3/3/2024,Candidate_2155,Python Fullstack Developer,8,Yes,Yes,BCA,227,74.39,57.83,Communication issues,Hyderabad
7/1/2024,Candidate_2156,Python Fullstack Developer,12,Yes,No,MCA,285,36.7,47.06,No experience,Bangalore
6/7/2024,Candidate_2157,Python Fullstack Developer,3,No,Yes,M.Tech,203,38.13,61.92,Communication issues,Chennai
10/14/2024,Candidate_2158,Data Analyst,1,No,Yes,B.Tech,113,28.68,66.45,No experience,Bangalore
7/26/2024,Candidate_2159,Data Analyst,6,Yes,Yes,MCA,251,27.47,77.17,No experience,Bangalore
11/10/2024,Candidate_2160,Data Analyst,7,Yes,No,B.Tech,176,25.84,76.61,Communication issues,Chennai
2/4/2024,Candidate_2161,Data Analyst,7,Yes,No,B.Tech,165,39.07,45.61,Communication issues,Bangalore
7/12/2024,Candidate_2162,Data Analyst,15,Yes,Yes,MCA,127,21.89,79.47,High competition,Hyderabad
1/16/2024,Candidate_2163,Python Fullstack Developer,12,Yes,Yes,BCA,137,31.59,63.06,Lack of skills,Chennai
3/18/2024,Candidate_2164,Data Analyst,3,No,No,MCA,242,37.35,57.82,No experience,Bangalore
11/13/2024,Candidate_2165,Data Analyst,8,Yes,Yes,B.Tech,157,21.7,55.01,Lack of skills,Bangalore
11/20/2024,Candidate_2166,Data Analyst,1,No,Yes,B.Tech,300,54.03,80.29,Communication issues,Bangalore
6/23/2024,Candidate_2167,Python Fullstack Developer,10,Yes,No,MCA,156,44.12,68.55,No experience,Chennai
1/18/2024,Candidate_2168,AI/ML Engineer,14,Yes,No,B.Tech,163,23.79,49.97,High competition,Chennai
1/28/2024,Candidate_2169,Data Analyst,13,Yes,No,B.Tech,218,65.34,54.47,Lack of skills,Bangalore
12/4/2024,Candidate_2170,Data Analyst,2,No,No,M.Tech,139,49.05,85.07,High competition,Bangalore
11/25/2024,Candidate_2171,Python Fullstack Developer,15,Yes,Yes,B.Tech,125,74.69,50.16,Lack of skills,Chennai
7/25/2024,Candidate_2172,Python Fullstack Developer,0,No,Yes,BCA,278,64.85,56.67,Lack of skills,Hyderabad
1/13/2024,Candidate_2173,Python Fullstack Developer,13,Yes,No,B.Tech,238,66.34,64.42,Communication issues,Bangalore
12/5/2024,Candidate_2174,Data Analyst,7,Yes,No,B.Tech,229,27.61,66.72,Lack of skills,Bangalore
4/25/2024,Candidate_2175,Python Fullstack Developer,0,No,Yes,M.Tech,192,35.52,51.11,Lack of skills,Chennai
12/17/2024,Candidate_2176,AI/ML Engineer,8,Yes,Yes,MCA,205,52.29,46.24,No experience,Hyderabad
8/2/2024,Candidate_2177,Data Analyst,3,No,Yes,B.Tech,290,65.18,50.89,No experience,Hyderabad
10/2/2024,Candidate_2178,Data Analyst,7,Yes,No,MCA,202,57.83,44.16,No experience,Hyderabad
9/17/2024,Candidate_2179,AI/ML Engineer,4,Yes,Yes,B.Tech,207,52.8,79.38,Lack of skills,Hyderabad
5/25/2024,Candidate_2180,Data Analyst,9,Yes,Yes,B.Tech,245,77.39,74.42,Lack of skills,Bangalore
1/29/2024,Candidate_2181,QA Engineer,13,Yes,No,BCA,184,63.77,51.98,No experience,Hyderabad
2/29/2024,Candidate_2182,Data Analyst,14,Yes,No,B.Tech,176,71.98,72.22,Lack of skills,Bangalore
3/29/2024,Candidate_2183,Python Fullstack Developer,2,No,Yes,B.Tech,120,47.7,85.92,Communication issues,Bangalore
11/1/2024,Candidate_2184,Python Fullstack Developer,6,Yes,Yes,MCA,162,53.07,89.02,Lack of skills,Hyderabad
5/22/2024,Candidate_2185,Data Analyst,4,Yes,Yes,B.Tech,141,25.81,61.36,Lack of skills,Bangalore
11/24/2024,Candidate_2186,Data Analyst,11,Yes,No,M.Tech,259,24.78,41.87,Lack of skills,Bangalore
5/1/2024,Candidate_2187,Python Fullstack Developer,5,Yes,Yes,B.Tech,223,36.25,63.72,No experience,Bangalore
10/3/2024,Candidate_2188,Data Analyst,7,Yes,Yes,MCA,269,51.02,66.75,Lack of skills,Bangalore
2/21/2024,Candidate_2189,Data Analyst,13,Yes,Yes,B.Tech,116,79.72,48.75,Lack of skills,Chennai
12/27/2024,Candidate_2190,QA Engineer,14,Yes,No,B.Tech,298,67.24,85.68,Communication issues,Bangalore
9/22/2024,Candidate_2191,Python Fullstack Developer,1,No,No,M.Tech,180,70.38,43.42,Communication issues,Chennai
7/2/2024,Candidate_2192,QA Engineer,0,No,No,B.Tech,114,57.35,79.72,Lack of skills,Chennai
12/22/2024,Candidate_2193,Python Fullstack Developer,14,Yes,No,M.Tech,211,75.15,64,No experience,Bangalore
1/20/2024,Candidate_2194,Data Analyst,9,Yes,No,B.Tech,203,57.6,63.76,Lack of skills,Chennai
6/8/2024,Candidate_2195,Data Analyst,5,Yes,Yes,B.Tech,210,76.83,40.48,Lack of skills,Bangalore
11/2/2024,Candidate_2196,DevOps Engineer,0,No,No,MCA,139,52.75,81.36,No experience,Chennai
5/4/2024,Candidate_2197,Data Analyst,1,No,Yes,M.Tech,206,56.99,61.74,Lack of skills,Bangalore
10/8/2024,Candidate_2198,Data Analyst,15,Yes,Yes,B.Tech,221,52.3,55.8,Communication issues,Chennai
12/15/2024,Candidate_2199,AI/ML Engineer,8,Yes,No,MCA,107,68.29,43.13,No experience,Hyderabad
5/25/2024,Candidate_2200,DevOps Engineer,8,Yes,No,BCA,185,34.94,49.08,No experience,Bangalore
10/10/2024,Candidate_2201,Data Analyst,12,Yes,Yes,M.Tech,194,78.52,62.26,High competition,Chennai
1/11/2024,Candidate_2202,Data Analyst,11,Yes,Yes,MCA,130,43.75,55.29,Lack of skills,Hyderabad
4/10/2024,Candidate_2203,QA Engineer,6,Yes,No,BCA,178,57.11,56.34,Communication issues,Bangalore
12/29/2024,Candidate_2204,QA Engineer,9,Yes,No,B.Tech,160,46.42,73.04,No experience,Chennai
6/28/2024,Candidate_2205,DevOps Engineer,1,No,No,MCA,224,75.82,86.33,Lack of skills,Chennai
5/10/2024,Candidate_2206,DevOps Engineer,5,Yes,Yes,M.Tech,225,42.87,76.45,Lack of skills,Bangalore
12/10/2024,Candidate_2207,Data Analyst,2,No,No,MCA,201,38.74,64.13,No experience,Bangalore
6/7/2024,Candidate_2208,Python Fullstack Developer,9,Yes,No,B.Tech,250,73.55,80.29,Lack of skills,Hyderabad
9/5/2024,Candidate_2209,Data Analyst,2,No,No,B.Tech,154,25.42,65.59,No experience,Chennai
8/29/2024,Candidate_2210,Python Fullstack Developer,12,Yes,Yes,B.Tech,203,40.42,45.08,Communication issues,Chennai
2/1/2024,Candidate_2211,Data Analyst,3,No,Yes,B.Tech,210,35.67,68.23,No experience,Chennai
8/14/2024,Candidate_2212,Data Analyst,4,Yes,Yes,B.Tech,160,38.81,45.37,Lack of skills,Bangalore
10/19/2024,Candidate_2213,Python Fullstack Developer,8,Yes,No,BCA,173,59.59,61.24,No experience,Bangalore
9/17/2024,Candidate_2214,Data Analyst,13,Yes,Yes,MCA,162,26.64,63.92,No experience,Bangalore
1/31/2024,Candidate_2215,Python Fullstack Developer,6,Yes,No,BCA,256,56.82,54.63,Lack of skills,Bangalore
2/26/2024,Candidate_2216,Data Analyst,10,Yes,No,MCA,142,63.34,83.47,Lack of skills,Bangalore
9/17/2024,Candidate_2217,Python Fullstack Developer,10,Yes,Yes,B.Tech,186,60.77,64.83,No experience,Hyderabad
8/20/2024,Candidate_2218,AI/ML Engineer,8,Yes,No,BCA,140,23.52,76.76,Lack of skills,Bangalore
9/27/2024,Candidate_2219,Data Analyst,14,Yes,Yes,MCA,253,61.25,62.13,Lack of skills,Hyderabad
4/25/2024,Candidate_2220,Python Fullstack Developer,8,Yes,Yes,B.Tech,183,48.67,58.94,Lack of skills,Bangalore
2/8/2024,Candidate_2221,Data Analyst,7,Yes,Yes,B.Tech,251,41.68,48.13,Communication issues,Hyderabad
1/2/2024,Candidate_2222,Python Fullstack Developer,10,Yes,Yes,B.Tech,196,61.82,80.45,No experience,Hyderabad
4/22/2024,Candidate_2223,Python Fullstack Developer,10,Yes,Yes,MCA,121,42.89,69.44,Lack of skills,Bangalore
5/11/2024,Candidate_2224,Data Analyst,6,Yes,Yes,M.Tech,125,61.69,43.27,High competition,Hyderabad
4/8/2024,Candidate_2225,Data Analyst,14,Yes,No,MCA,121,41.08,55.52,Lack of skills,Bangalore
2/18/2024,Candidate_2226,Data Analyst,10,Yes,Yes,B.Tech,121,24.22,50.5,Communication issues,Hyderabad
3/9/2024,Candidate_2227,AI/ML Engineer,0,No,Yes,B.Tech,288,24.72,59.8,No experience,Hyderabad
6/13/2024,Candidate_2228,Python Fullstack Developer,4,Yes,Yes,MCA,102,60.97,69.38,Lack of skills,Chennai
7/22/2024,Candidate_2229,Data Analyst,0,No,Yes,B.Tech,138,23.71,68.78,Lack of skills,Chennai
5/29/2024,Candidate_2230,Python Fullstack Developer,15,Yes,No,B.Tech,238,69.95,84.43,Communication issues,Bangalore
1/10/2024,Candidate_2231,Data Analyst,0,No,Yes,B.Tech,209,52.27,71.46,High competition,Bangalore
5/9/2024,Candidate_2232,Data Analyst,0,No,Yes,B.Tech,226,66.28,61.5,No experience,Chennai
2/4/2024,Candidate_2233,Data Analyst,5,Yes,No,B.Tech,123,68.45,88.58,Lack of skills,Bangalore
8/6/2024,Candidate_2234,DevOps Engineer,13,Yes,No,B.Tech,278,32.43,57.07,Lack of skills,Chennai
4/28/2024,Candidate_2235,Python Fullstack Developer,15,Yes,No,B.Tech,265,38.86,70.48,Communication issues,Hyderabad
5/20/2024,Candidate_2236,DevOps Engineer,12,Yes,No,B.Tech,138,44.65,68.76,High competition,Bangalore
4/16/2024,Candidate_2237,Data Analyst,2,No,No,B.Tech,113,62.56,79.51,Lack of skills,Bangalore
5/21/2024,Candidate_2238,DevOps Engineer,2,No,No,M.Tech,100,27.55,74.47,Lack of skills,Bangalore
2/1/2024,Candidate_2239,Python Fullstack Developer,0,No,No,B.Tech,220,50.88,45.61,Lack of skills,Bangalore
11/25/2024,Candidate_2240,Data Analyst,14,Yes,Yes,B.Tech,145,35.59,66.61,No experience,Hyderabad
11/27/2024,Candidate_2241,Data Analyst,3,No,No,B.Tech,108,42.34,67.71,Lack of skills,Bangalore
12/24/2024,Candidate_2242,QA Engineer,11,Yes,Yes,B.Tech,134,23.35,63.98,Lack of skills,Hyderabad
7/28/2024,Candidate_2243,Data Analyst,12,Yes,No,MCA,174,49.13,68.87,No experience,Hyderabad
3/3/2024,Candidate_2244,Data Analyst,11,Yes,Yes,B.Tech,193,22.95,66.56,Communication issues,Chennai
5/19/2024,Candidate_2245,DevOps Engineer,12,Yes,Yes,M.Tech,273,55.65,51.7,No experience,Hyderabad
2/20/2024,Candidate_2246,Python Fullstack Developer,5,Yes,No,M.Tech,275,59.08,86.56,Lack of skills,Hyderabad
4/20/2024,Candidate_2247,Data Analyst,0,No,Yes,B.Tech,279,38.07,75.44,Lack of skills,Hyderabad
6/29/2024,Candidate_2248,Python Fullstack Developer,3,No,No,B.Tech,191,28.15,48.19,Lack of skills,Chennai
1/24/2024,Candidate_2249,Python Fullstack Developer,14,Yes,Yes,BCA,270,51.82,75.21,Communication issues,Chennai
6/8/2024,Candidate_2250,QA Engineer,11,Yes,Yes,B.Tech,246,54.82,67.02,Communication issues,Chennai
6/3/2024,Candidate_2251,Data Analyst,6,Yes,No,B.Tech,122,30.74,60.48,Communication issues,Bangalore
6/26/2024,Candidate_2252,Data Analyst,14,Yes,No,B.Tech,110,37.6,66.1,Lack of skills,Chennai
1/29/2024,Candidate_2253,Python Fullstack Developer,0,No,No,MCA,142,42.58,85.23,No experience,Bangalore
4/2/2024,Candidate_2254,Data Analyst,7,Yes,No,M.Tech,179,42.5,48.51,Communication issues,Hyderabad
